dy,dx,country_sector,Year
0.1861905553397416,0.04033637342933726,France | I,2001
-0.08027780063434387,0.025909833315106816,France | I,2002
-0.04090260450833272,0.0047327551977171985,France | I,2003
0.2033239809313634,-0.0033348580595492956,France | I,2004
-0.05886393039388338,0.0019226422086920346,France | I,2005
0.23306438244348104,0.013425160889501606,France | I,2006
-0.33993289267539595,-0.004453890368964299,France | I,2007
0.42568503716667605,-0.007011090648048914,France | I,2008
1.0425842592273091,0.0038666959828746184,France | I,2009
-0.15393313284024623,-0.03345251759522451,France | I,2010
-0.056208553285042484,-0.015329795937487437,France | I,2011
1.5938873491955987,0.009820263042470696,France | I,2012
-2.0124818467551346,-0.06288855560155174,France | I,2019
0.24908452305365403,0.024402407327427544,France | I,2022
0.04157408084991243,0.022129738816912548,France | N,2001
0.09144355174037344,0.03598546391078915,France | N,2002
0.03897271986737161,0.05029264160764934,France | N,2003
0.053618504261421895,0.0004772636877938517,France | N,2004
-0.002770475894257385,-0.011032466172978133,France | N,2005
-0.012408016325535232,0.025268465947084907,France | N,2006
-0.04352721669101778,-0.015458404288428429,France | N,2007
-0.027129473231285783,0.03770666646417806,France | N,2008
0.1001430391352729,0.0752112756182298,France | N,2009
0.09050187919219621,-0.06525045416620606,France | N,2010
0.04801930197132154,-0.029114766660115247,France | N,2011
0.044003223594201835,0.025754040377150456,France | N,2012
0.08047801442651825,0.010007220404409423,France | N,2013
0.02532683056552565,-0.008874586512430737,France | N,2014
0.009715574660772441,0.004425022703328885,France | N,2015
0.011478464330054061,-0.013849352897070677,France | N,2016
-0.00460253173104519,-0.0004501954839151029,France | N,2017
-0.009386399923378308,0.004254130113266877,France | N,2018
-0.13575978001619982,0.06806833860764401,France | N,2019
-0.05436632560782595,0.13331959459751586,France | N,2020
0.05410855125804104,-0.10671099632062687,France | N,2021
0.0070754063170368475,-0.0549735059878689,France | N,2022
-0.6256846057893157,0.012943204145548025,France | A,2019
-0.1447246054732627,0.03782779904837091,France | A,2020
-0.822043466510791,0.016337777950002744,France | A,2021
-0.5813714201669491,0.01870312033764861,France | A,2022
0.031233222743560995,-0.050977202635194716,France | R,2001
0.13502370439829958,-0.029340344548879654,France | R,2002
-0.1536697977113437,0.028666560110557057,France | R,2003
0.03895446396965241,0.03099185852648262,France | R,2004
-0.03930816321023611,0.04480640565508939,France | R,2005
0.02325885904421776,0.003824343501229552,France | R,2006
0.019851031858607593,-0.007774123896654633,France | R,2007
0.11604919471076602,-0.0002619674433962174,France | R,2008
0.01932944058786057,0.030592574222130874,France | R,2009
0.08049775651439228,-0.0018948085372059373,France | R,2010
-0.03053807658617136,0.02176400919158782,France | R,2011
0.0012514958473739402,0.034236460027169,France | R,2012
0.0023311989821774848,0.021556128488530918,France | R,2013
0.0343846380549957,0.006617347724681762,France | R,2014
0.003173622866073922,-0.0042222388873995875,France | R,2015
0.041789132207211255,0.01104363176728955,France | R,2016
-0.07292441122289284,0.004728644404263184,France | R,2017
-0.04551293656739408,0.008217415082828918,France | R,2018
-0.13341782996639417,0.018480639790902406,France | R,2019
0.4374333586806076,0.19956169311086805,France | R,2020
0.1969739522455325,-0.11955383478286445,France | R,2021
-0.48584322352351195,-0.13262841816521403,France | R,2022
0.013607316436686445,0.0259448866392665,France | BTNXL,2001
0.021353505530075312,0.0335085144047972,France | BTNXL,2002
0.020613038635528103,0.021741736696946214,France | BTNXL,2003
-0.005864432808685316,0.0057751304021062475,France | BTNXL,2004
0.014028692304331347,0.014170118717782568,France | BTNXL,2005
0.019201172051090065,0.02496439453226889,France | BTNXL,2006
-0.030743476327597885,-0.0011014048661156309,France | BTNXL,2007
0.021838047903474767,0.016026631413628246,France | BTNXL,2008
0.1355112443656208,0.032108413439867124,France | BTNXL,2009
0.0016947498053825338,0.0022514331575183913,France | BTNXL,2010
0.02500554987552306,-0.0014666862876689963,France | BTNXL,2011
0.09982363249186532,0.013238380006578027,France | BTNXL,2012
0.020736276570682444,0.021591292138901187,France | BTNXL,2013
0.031163002187641675,0.016829000360942953,France | BTNXL,2014
-0.03941614617965894,0.015598838107355805,France | BTNXL,2015
0.03263037736873842,0.010557733034025837,France | BTNXL,2016
0.057024724482653166,0.019178814140865027,France | BTNXL,2017
-0.001976725689668557,0.002974632316207506,France | BTNXL,2018
-0.13243763767965988,0.009999415707705649,France | BTNXL,2019
0.09207779045360343,0.11259277082914951,France | BTNXL,2020
-0.030694659391041768,-0.07424099649466404,France | BTNXL,2021
0.009120628984371493,-0.03452051491903645,France | BTNXL,2022
-0.4213202169982644,0.021526977658471443,France | F,2001
0.19598436622905258,0.00847890122982094,France | F,2002
0.01252419507351199,0.0074984851369042475,France | F,2003
-0.09755685745151066,-0.024867931085423532,France | F,2004
-0.0706297438965584,-0.01732439733937032,France | F,2005
-0.16999867487124698,-0.005619571035528216,France | F,2006
-0.3988323372158926,-0.020659974132395453,France | F,2007
-0.28107122233461834,0.008165402427378537,France | F,2008
0.36068769636603304,-0.010067349838751582,France | F,2009
0.17343124287249,-0.0029281470344421287,France | F,2010
-0.01610352706065843,-0.0011636160475768445,France | F,2011
0.5425102102568795,0.0004930753755653956,France | F,2012
0.04731146851379231,0.0013849134081224401,France | F,2013
0.23538191925742957,-0.006053400487385108,France | F,2014
0.47997234193339233,0.007862073584983803,France | F,2015
0.21491463516161113,0.012858949609507621,France | F,2016
-0.5132837845832041,0.02499453191598483,France | F,2017
-0.2383503136264613,-0.007245726360991189,France | F,2018
-0.6619295203575963,-0.013453860033337019,France | F,2019
0.39303225392580776,0.0927223825696481,France | F,2020
0.2855770096548871,-0.08840185716977514,France | F,2021
0.6749349340511572,-0.01824686711694572,France | F,2022
0.021769130423786365,0.023765176950894296,France | P,2001
-0.01756360544264801,0.04164746542805996,France | P,2002
-0.27373067229401205,0.013081180466745196,France | P,2003
-0.10637073841380218,0.004259146174899028,France | P,2004
-0.11231081445690672,0.03507091562466383,France | P,2005
-0.05265936029008422,0.02842256223605747,France | P,2006
-0.06911988473476782,-0.029984576595545157,France | P,2007
-0.09322524006360622,-0.004960771143501956,France | P,2008
-0.05828333548075637,0.014416182756690484,France | P,2009
0.0074296543379048785,-0.0037652883675379015,France | P,2010
0.022711952015830317,0.030181647673802568,France | P,2011
0.010467370812916155,0.019970959970629698,France | P,2012
0.03969287494272722,0.015484845039472388,France | P,2013
-0.018202853483314296,-0.009798191035989433,France | P,2014
0.07195541573084974,-0.01756513217296113,France | P,2015
-0.008638638104350616,-0.017777684873859126,France | P,2016
0.03318573764651056,0.009544593345697194,France | P,2017
0.012822838379954682,0.013489040448255028,France | P,2018
0.040143179266953766,0.001980508521051881,France | P,2019
0.21063368376942027,0.02815331581146567,France | P,2020
-0.2369518288191257,-0.03334393670883759,France | P,2021
0.014875462540654194,-0.0019397243445432762,France | P,2022
0.05972503698349174,0.0014652217185703448,France | D,2001
-0.00960564217324611,0.058806208346037746,France | D,2002
0.02041863886158246,0.060940199052912675,France | D,2003
-0.021241025290008375,-0.0036677246029520535,France | D,2004
-0.16949541211680785,0.03399414046910773,France | D,2005
0.0029301636415397514,0.028586004208969205,France | D,2006
0.32892667356963406,0.025275492332666617,France | D,2007
0.11985946785119456,0.05464216991243055,France | D,2008
0.1588597988060979,-0.03979900718726701,France | D,2009
0.0647718221912375,0.0327209161772966,France | D,2010
-0.0682277252140216,0.04839364561673437,France | D,2011
0.035236415422932404,0.01878594363228047,France | D,2012
-0.05489686866964172,0.03526734120280618,France | D,2013
0.006709457185621909,0.042586248135147386,France | D,2014
0.05149043683776647,0.014222046142665156,France | D,2015
0.06270494578584351,0.027651936972052794,France | D,2016
0.17697078719928336,0.07310229081455899,France | D,2017
-0.2240689854017725,0.01033299059839047,France | D,2018
-0.19904852279341073,0.03657591689376651,France | D,2019
-0.06341643761646687,-0.010009970030864759,France | D,2020
0.03870308056118871,0.03750269824467881,France | D,2021
0.8680478064638699,0.061727305279201644,France | D,2022
0.262994957063874,0.06306429001164386,France | K,2001
-0.013460732053459656,0.028051440408465952,France | K,2002
